"ID" "Y1970" "Y1971" "Y1972" "Y1973" "Y1974" "Y1975" "Y1976" "Y1977" "Y1978" "Y1979" "Y1980" "Y1981" "Y1982" "Y1983" "Y1984" "Y1985" "Y1986" "Y1987" "Y1988" "Y1989" "Y1990" "Y1991" "Y1992" "Y1993" "Y1994" "Y1995" "Y1996" "Y1997" "Y1998" "Y1999" "Y2000" "Y2001" "Y2002" "Y2003"
"142" "Tunisia" 2924.23003612106 3042.36011183373 3159.90659045611 3276.07411336829 3390.72264372426 3503.73077289456 3615.07520139044 3724.7933320409 3833.15141517148 3940.38837602758 4046.76297706673 4152.51769330634 4258.28402882117 4364.95889995273 4473.22801897045 4583.7735441439 4697.09353319521 4813.99086423616 4935.17741054554 5061.54024524154 5193.99088616599 5333.15069854764 5479.47197564978 5633.18204948937 5794.46852964422 5963.24146706844 6139.21896514201 6321.57725607724 6509.2261869236 6700.92606184036 6895.35236176948 7091.41014849831 7288.24938240978 7485.3791222656
"143" "Turkey" 3105.0181549383 3178.02493385832 3250.847494641 3323.20064056434 3394.85790891975 3465.51144014722 3534.68461716446 3602.03013628878 3667.8584335446 3733.27284536562 3799.92036485167 3869.53841473918 3943.33386235242 4022.05415047885 4105.83298550002 4194.32143792129 4286.85227853429 4382.41525853582 4479.93594667635 4578.66618456002 4677.94030592428 4776.73262829517 4874.24147093392 4969.60725178103 5062.07839609966 5151.50196852351 5237.20331069606 5318.33140433944 5394.36763139907 5465.62099080951 5533.23315017682 5598.32916888004 5662.48750092278 5726.41483163642
"144" "Uganda" 1107.35474012918 1078.98629444621 1050.49780291291 1021.63288444286 992.176455442315 962.049485856465 931.29364824187 900.130512690458 868.997984173546 838.63447613073 810.037277991171 784.073232668702 761.457744132179 742.610706168785 727.806991880375 717.31645092838 711.423388644531 710.322396683239 714.113559677298 722.737662092802 735.962331221645 753.429600725493 774.714777512957 799.333049715836 826.702461447142 856.169988170602 887.262111846322 919.524361738984 952.555360633653 986.030148186045 1019.68589312529 1053.37450156007 1087.04314611623 1120.69440266572
"145" "United.Arab.Emirates" 18669.0588540641 21220.1412058254 23748.9407714516 26207.130061793 28511.7622507709 30552.4215896528 32243.4823865789 33531.0509032153 34389.7062527616 34821.5948336595 34838.2157487188 34469.3669586649 33775.1504723516 32838.841716236 31750.9735205943 30598.8861264122 29465.8779183739 28426.4648233474 27531.8878184049 26814.5614635603 26287.7219842813 25952.576467377 25807.8295521953 25848.8876644162 26068.4169183389 26450.5791891017 26974.3978270468 27616.132542044 28351.9632368953 29161.0137180476 30022.9935863555 30917.4916283786 31829.4933417105 32748.812067374
"146" "United.Kingdom" 13003.7430967807 13264.2900324157 13524.3749578086 13783.2061751367 14039.9966316822 14295.78104929 14552.4161557254 14811.6681861307 15075.7044202587 15346.721969897 15627.5546557826 15922.0566587276 16233.6888729047 16564.38936084 16914.3025553769 17282.3164259572 17666.0992306338 18062.530118895 18468.3918621525 18881.3106490205 19301.1854084582 19730.169997802 20171.8274933671 20629.2081789745 21103.7792022115 21595.338250218 22102.8310196284 22624.3811889518 23157.3746266477 23698.8059882038 24245.7299425408 24795.454538609 25346.3395280023 25897.5905709682
"147" "United.States" 17577.4219639038 17995.9852006847 18414.1798550559 18831.3242316058 19247.4465852853 19664.4482804664 20084.2593500577 20507.2813312667 20933.5652779258 21363.649540539 21799.8086339159 22246.0323465143 22706.0129627076 23182.7999960027 23676.2644299998 24183.977340809 24703.5187509656 25233.0588721526 25771.5221541758 26318.6955771605 26875.7925633468 27445.6857860314 28031.9938021033 28636.6948139858 29260.2650245973 29901.4448223211 30557.9432104791 31225.9420103374 31900.5405226357 32576.8937755882 33251.1558661022 33921.6497716461 34589.4818325232 35256.3615171075
"148" "Uruguay" 6182.49706135423 6308.43774059947 6434.72952794133 6561.85206212491 6689.52880207549 6816.72027581301 6941.68261335224 7062.51713726839 7177.47553485334 7284.84194755574 7383.64453048714 7474.86570414021 7562.22206168137 7652.1320522667 7751.33886789811 7864.87775919679 7995.34318261422 8142.65967045389 8305.40603606272 8482.19545161154 8670.96462368099 8868.51717122269 9069.88025162907 9268.60569436449 9458.30910476424 9632.9267339277 9787.92045019235 9919.32054231083 10024.6152704103 10103.6437332622 10159.6138964618 10198.0115462714 10225.772776712 10250.0493854391
"149" "Vanuatu" 1903.6104887653 1983.02777519646 2062.2300789057 2140.56499323313 2216.73238082158 2289.18857808079 2357.51472596845 2421.73178649706 2482.06072686419 2538.52135580118 2591.59618097218 2642.10262540186 2690.12362741246 2734.94852826272 2775.38941839282 2811.16849292231 2842.99711367475 2871.93281724139 2899.40133142931 2926.23964975246 2952.63642314625 2978.11280492167 3001.50614583187 3021.56267236769 3037.2975919054 3048.03988239033 3053.31083603806 3052.92176260819 3046.71642202024 3034.94886528718 3018.69796911695 2999.23379780427 2978.36649372106 2957.28845724475
"150" "Venezuela" 7784.7071787422 7899.47871012711 8014.18987681517 8126.69899183421 8232.63950301999 8326.45201447874 8402.78667130911 8456.95807157354 8486.09081865624 8489.90768126246 8470.53039755078 8431.93774647668 8378.96969850172 8317.06531847129 8251.56092073452 8186.46427609436 8124.43816055193 8066.4706571681 8012.58844535239 7962.21498312135 7914.9971381282 7868.85064031833 7820.61284904182 7767.60660504793 7708.47966871336 7642.75806115215 7569.90501905657 7489.75681971602 7401.99190787225 7307.10735421771 7206.32891392517 7100.59652253189 6991.14171754027 6880.11506089641
"151" "Zambia" 1214.90031587023 1228.7642079283 1242.45854219669 1255.5956601159 1267.79856952096 1278.75395284658 1287.94815135368 1294.78587867106 1298.98864004916 1300.34668279169 1298.6924018523 1293.9052844776 1285.84098340962 1274.44189117917 1259.67462010853 1241.77406104206 1221.18109252381 1198.31428794527 1173.37359071657 1146.55020377803 1118.09176984314 1088.52743636595 1058.38343137592 1028.34075131158 999.108153033023 971.435836522068 945.915352652944 922.786543433582 902.017626365276 883.407003965737 866.578677261764 851.037735120242 836.286943214898 821.846271156663
"152" "Zimbabwe" 3137.52182811323 3156.87464198285 3175.58411003218 3192.915939086 3208.31176644397 3221.49581830806 3233.02501946412 3243.86767565225 3254.88405181386 3265.82365395124 3275.61148593716 3282.9288362595 3286.33460094129 3285.56132541492 3281.16105686043 3274.97606214432 3268.36943949093 3262.17695121925 3256.46626479954 3250.13484682402 3241.51077872288 3229.3198820593 3212.8043866996 3192.68969855499 3169.56028906992 3143.70055719244 3115.36954739795 3084.16851051884 3049.61096126902 3011.33818833612 2969.18621650456 2923.51444008795 2875.39911260862 2826.3126562387
